wrong_zipcode,Issue Repo,Latitude,Longitude,correct_zipcode
78712,Crash Service,30.268066,-97.742813,78701
78733,COLLISION,30.320425,-98.007215,78738
78748,Traffic Hazard,30.178172,-97.833601,78748
78749,Crash Service,30.207859,-97.860298,78749
78728,Crash Urgent,30.411859,-97.650604,78753
78741,Crash Urgent,30.202493,-97.775528,78745
78752,Crash Service,30.373991,-97.656445,78754
78723,Traffic Hazard,30.300237,-97.64822,78724
78754,COLLISION WITH INJURY,30.334991,-97.510673,78653
78728,Crash Urgent,30.407959,-97.677652,78753
78752,COLLISION,30.352706,-97.639034,78754
78712,zSTALLED VEHICLE,30.268066,-97.742813,78701
78751,Crash Urgent,30.31832,-97.701819,78723
78751,Crash Urgent,30.344309,-97.705743,78753
78721,Traffic Hazard,30.285485,-97.664428,78725
78723,Traffic Hazard,30.330943,-97.622991,78724
78756,Crash Service,30.342453,-97.762562,78731
78712,Crash Service,30.296388,-97.718315,78722
78728,Traffic Hazard,30.432672,-97.652923,78660
78745,TRFC HAZD/ DEBRIS,30.233583,-97.818332,78735
78751,Crash Urgent,30.315963,-97.663126,78723
78754,COLLISION,30.349292,-97.538573,78653
78729,COLLISION,30.446624,-97.743907,78729
78728,COLLISION,30.446974,-97.667596,78728
78751,Crash Service,30.331974,-97.686716,78752
78728,Crash Urgent,30.425511,-97.71507,78727
78701,Crash Service,30.227462,-97.727776,78741
78751,Traffic Hazard,30.337346,-97.683222,78754
78703,TRFC HAZD/ DEBRIS,30.304458,-97.841259,78746
78728,Crash Service,30.407802,-97.678176,78753
78734,COLLISION,30.36134,-98.069116,78669
78728,COLLISION,30.446974,-97.667596,78728
78723,Crash Urgent,30.329133,-97.641566,78724
78756,Traffic Hazard,30.340028,-97.719166,78757
78757,Crash Urgent,30.391352,-97.758968,78759
78748,Crash Urgent,30.122695,-97.802739,78747
78701,Traffic Hazard,30.277462,-97.819688,78746
78712,zSTALLED VEHICLE,30.281705,-97.709458,78702
78734,COLLISION,30.360492,-98.050174,78669
78757,Crash Urgent,30.39145,-97.758301,78759
78712,Traffic Hazard,30.266226,-97.747304,78701
78728,COLLISION,30.413844,-97.569512,78653
78745,COLLISION,30.232252,-97.818648,78749
78730,COLLISION,30.39199,-97.877633,78732
78712,zSTALLED VEHICLE,30.251248,-97.735949,78702
78712,Traffic Hazard,30.264038,-97.747055,78701
78757,Traffic Hazard,30.369954,-97.741952,78759
78728,Crash Service,30.44216,-97.704371,78727
78728,COLLISION,30.441269,-97.701873,78727
78701,Crash Urgent,30.233464,-97.723682,78741
78712,Traffic Hazard,30.257545,-97.719897,78702
78729,Crash Service,30.47595,-97.764654,78729
78712,Crash Urgent,30.276862,-97.700329,78721
78728,Crash Urgent,30.407184,-97.719617,78758
78739,COLLISION,30.233783,-97.983008,78737
78741,Traffic Hazard,30.184635,-97.774929,78745
78754,COLLISN/ LVNG SCN,30.349126,-97.546501,78653
78757,Crash Urgent,30.395473,-97.732305,78758
78712,Traffic Hazard,30.26229,-97.758381,78704
78749,Crash Urgent,30.195334,-97.842289,78749
78701,COLLISION,30.271161,-97.793877,78746
78728,Crash Service,30.406779,-97.720924,78758
78728,Crash Urgent,30.407802,-97.678176,78753
78701,Crash Urgent,30.219363,-97.748984,78741
78728,Crash Service,30.406779,-97.720924,78758
78734,COLLISION,30.329282,-98.020342,78738
78728,TRFC HAZD/ DEBRIS,30.456161,-97.665638,78660
78729,COLLISION,30.415909,-97.79527,78750
78754,COLLISION,30.341825,-97.56319,78653
78712,Crash Service,30.26908,-97.777267,78746
78757,Crash Urgent,30.403712,-97.728263,78759
78756,Traffic Hazard,30.325943,-97.726336,78751
78757,Crash Urgent,30.368493,-97.743132,78759
78726,COLLISION,30.411879,-97.864327,78726
78728,COLLISION,30.451779,-97.662333,78660
78756,Traffic Hazard,30.341217,-97.777117,78731
78730,COLLISION,30.36015,-97.831673,78730
78701,Traffic Hazard,30.277537,-97.819543,78746
78752,Crash Urgent,30.36853,-97.613107,78653
78757,Traffic Hazard,30.392342,-97.708282,78758
78749,Traffic Hazard,30.190957,-97.83342,78748
78756,Traffic Hazard,30.349188,-97.785424,78731
78701,Traffic Hazard,30.242517,-97.717244,78741
78751,zSTALLED VEHICLE,30.31689,-97.707377,78723
78751,Traffic Hazard,30.339253,-97.700538,78752
78701,Crash Urgent,30.239421,-97.799531,78704
78701,Traffic Hazard,30.240389,-97.760709,78704
78701,COLLISION,30.271407,-97.788101,78746
78741,Traffic Hazard,30.211718,-97.737324,78744
78741,Crash Urgent,30.179672,-97.7469,78744
78748,LOOSE LIVESTOCK,30.092619,-97.781538,78610
78712,Crash Service,30.274778,-97.731773,78701
78701,Traffic Hazard,30.227807,-97.777512,78704
78756,Crash Service,30.360377,-97.716875,78757
78701,Crash Service,30.264218,-97.785725,78746
78728,Crash Urgent,30.405945,-97.674567,78753
78712,Traffic Hazard,30.290046,-97.743668,78705
78745,TRFC HAZD/ DEBRIS,30.233671,-97.82033,78735
78748,Crash Urgent,30.164224,-97.78788,78748
78751,zSTALLED VEHICLE,30.322705,-97.706085,78752
78712,Traffic Hazard,30.260995,-97.735784,78702
78701,Crash Service,30.236218,-97.792953,78704
78701,Traffic Hazard,30.248413,-97.769947,78704
78757,Traffic Hazard,30.379792,-97.765222,78731
78712,Traffic Hazard,30.263954,-97.726138,78702
78728,COLLISION,30.438934,-97.68548,78728
78712,Crash Service,30.299534,-97.699368,78723
78729,Traffic Hazard,30.447147,-97.807254,78750
78729,Traffic Hazard,30.443859,-97.742349,78729
78741,Crash Service,30.218082,-97.690595,78744
78712,Traffic Hazard,30.262956,-97.735747,78701
78730,COLLISION WITH INJURY,30.377245,-97.884902,78732
78701,Traffic Hazard,30.227863,-97.763048,78704
78712,Crash Urgent,30.286489,-97.741685,78705
78728,TRFC HAZD/ DEBRIS,30.462769,-97.66799,78660
78712,zSTALLED VEHICLE,30.2677,-97.737918,78701
78729,Crash Urgent,30.472994,-97.79881,78717
78757,zSTALLED VEHICLE,30.388227,-97.757517,78759
78729,Crash Urgent,30.477921,-97.76531,78717
78712,Crash Service,30.2677,-97.737918,78701
78712,COLLISION,30.300561,-97.788884,78746
78728,Traffic Hazard,30.416407,-97.697228,78758
78749,Traffic Hazard,30.213794,-97.830349,78745
78756,Crash Service,30.32526,-97.743112,78756
78721,Crash Service,30.252171,-97.681593,78721
78741,Traffic Hazard,30.194454,-97.767447,78745
78757,zSTALLED VEHICLE,30.390175,-97.735361,78759
78752,Crash Service,30.358794,-97.695842,78753
78742,COLLISION,30.252253,-97.529537,78653
78745,TRFC HAZD/ DEBRIS,30.23375,-97.815353,78735
78751,Traffic Hazard,30.315355,-97.70766,78723
78756,Crash Service,30.365035,-97.750241,78731
78712,Traffic Hazard,30.2677,-97.737918,78701
78712,Crash Service,30.26861,-97.742607,78701
78728,Crash Urgent,30.445195,-97.696447,78728
78701,Traffic Hazard,30.218327,-97.7506,78704
78741,Traffic Hazard,30.214842,-97.701391,78741
78734,TRFC HAZD/ DEBRIS,30.377493,-98.042563,78669
78712,Traffic Hazard,30.27087,-97.774217,78746
78741,Crash Urgent,30.23578,-97.703871,78741
78705,COLLISION,30.293007,-97.822765,78746
78742,zSTALLED VEHICLE,30.236629,-97.686159,78742
78712,Traffic Hazard,30.267153,-97.743158,78701
78729,Crash Service,30.430312,-97.762449,78759
78747,COLLISION,30.129582,-97.684281,78719
78712,zSTALLED VEHICLE,30.267725,-97.734299,78701
78703,Crash Urgent,30.29084,-97.828285,78746
78729,Crash Urgent,30.407884,-97.746177,78759
78728,Crash Service,30.410174,-97.716976,78759
78712,Traffic Hazard,30.266497,-97.744549,78701
78756,Traffic Hazard,30.34046,-97.753546,78731
78748,TRFC HAZD/ DEBRIS,30.091282,-97.737177,78610
78742,COLLISION,30.266762,-97.625368,78724
78722,Crash Service,30.289087,-97.698542,78723
78728,TRFC HAZD/ DEBRIS,30.472993,-97.680943,78728
78742,Crash Urgent,30.20263,-97.640071,78617
78729,Crash Urgent,30.419103,-97.746443,78727
78728,Crash Urgent,30.402925,-97.700518,78758
78729,Traffic Hazard,30.432475,-97.775544,78750
78712,Crash Service,30.273257,-97.709113,78702
78712,zSTALLED VEHICLE,30.25065,-97.736002,78701
78754,COLLISION,30.3371,-97.55537,78653
78757,Traffic Hazard,30.3904,-97.722023,78758
78739,Traffic Hazard,30.189096,-97.874942,78739
78741,zSTALLED VEHICLE,30.211082,-97.746793,78744
78741,Crash Service,30.211671,-97.740727,78744
78712,Crash Urgent,30.274704,-97.731607,78701
78749,Traffic Hazard,30.218148,-97.894061,78749
78701,Traffic Hazard,30.277537,-97.819543,78746
78742,Crash Service,30.202411,-97.666936,78719
78752,Traffic Hazard,30.376949,-97.675583,78753
78712,Crash Service,30.282572,-97.703945,78721
78712,Traffic Hazard,30.243202,-97.735951,78704
78754,LOOSE LIVESTOCK,30.345708,-97.575468,78653
78741,Crash Urgent,30.222557,-97.69783,78741
78728,Crash Urgent,30.422865,-97.708933,78727
78754,TRFC HAZD/ DEBRIS,30.348861,-97.555963,78653
78752,Crash Service,30.361185,-97.686529,78753
78752,Traffic Hazard,30.373787,-97.693891,78758
78712,Crash Urgent,30.307862,-97.74139,78751
78734,COLLISION,30.403228,-98.063666,78669
78712,Traffic Hazard,30.276355,-97.703645,78702
78712,Crash Service,30.240621,-97.752844,78704
78751,Crash Service,30.30785,-97.690041,78723
78741,Crash Urgent,30.191283,-97.731155,78744
78748,COLLISION,30.121575,-97.811632,78652
78730,Crash Urgent,30.399735,-97.850927,78726
78742,Crash Service,30.207717,-97.647997,78617
78742,Traffic Hazard,30.282831,-97.613854,78724
78734,COLLISION WITH INJURY,30.399412,-98.064443,78669
78756,zSTALLED VEHICLE,30.340449,-97.753972,78731
78748,Crash Urgent,30.173765,-97.781219,78744
78752,Crash Service,30.36736,-97.694587,78753
78741,Traffic Hazard,30.198877,-97.764905,78745
78712,Traffic Hazard,30.274909,-97.748851,78701
78748,Crash Urgent,30.167032,-97.784984,78744
78726,COLLISION,30.528099,-97.929434,78641
78748,Traffic Hazard,30.176055,-97.834047,78748
78756,Crash Urgent,30.337954,-97.804658,78746
78745,Traffic Hazard,30.218775,-97.807284,78745
78729,Crash Urgent,30.426113,-97.753908,78759
78728,Traffic Hazard,30.413264,-97.704605,78758
78747,LOOSE LIVESTOCK,30.080717,-97.725998,78610
78757,Crash Urgent,30.389776,-97.733788,78758
78741,Crash Urgent,30.216068,-97.712367,78741
78749,Crash Urgent,30.258085,-97.91269,78736
78729,Traffic Hazard,30.443288,-97.784553,78729
78757,Crash Service,30.373883,-97.727101,78758
78756,Crash Service,30.327982,-97.739744,78756
78741,Traffic Hazard,30.164182,-97.692911,78719
78751,Crash Urgent,30.351066,-97.692467,78753
78741,TRFC HAZD/ DEBRIS,30.164182,-97.692911,78719
78752,Traffic Hazard,30.360368,-97.615556,78754
78749,COLLISION WITH INJURY,30.260127,-97.907243,78735
78742,Traffic Hazard,30.22278,-97.682316,78742
78712,Crash Urgent,30.277591,-97.741936,78701
78751,Crash Service,30.314445,-97.663289,78723
78728,Crash Service,30.417484,-97.699349,78758
78751,Traffic Hazard,30.338595,-97.699851,78752
78712,zSTALLED VEHICLE,30.265881,-97.735003,78701
78728,Crash Service,30.442109,-97.665822,78660
78701,Crash Urgent,30.221043,-97.772877,78745
78749,Crash Urgent,30.205039,-97.863537,78749
78757,Crash Urgent,30.378425,-97.737952,78759
78759,Crash Urgent,30.394804,-97.754726,78759
78742,COLLISION,30.248318,-97.585381,78725
78728,Traffic Hazard,30.437267,-97.668961,78660
78722,Crash Urgent,30.260767,-97.694063,78721
78728,COLLISION,30.394463,-97.643814,78754
78728,Traffic Hazard,30.409548,-97.713434,78758
78703,COLLISION,30.298578,-97.83735,78746
78712,Traffic Hazard,30.264367,-97.748001,78701
78701,Traffic Hazard,30.229849,-97.7853,78704
78748,Crash Service,30.166753,-97.785095,78744
78749,Traffic Hazard,30.227042,-97.830684,78749
78728,COLLISION,30.43971,-97.670993,78728
78756,Crash Service,30.337537,-97.719081,78757
78728,Crash Service,30.39755,-97.701601,78758
78712,Traffic Hazard,30.268716,-97.745203,78701
78754,TRFC HAZD/ DEBRIS,30.347928,-97.525195,78653
78757,Crash Service,30.388955,-97.743888,78759
78712,Traffic Hazard,30.271134,-97.75294,78703
78729,Crash Urgent,30.467244,-97.809452,78613
78712,Crash Urgent,30.290613,-97.756847,78703
78729,Crash Service,30.457035,-97.824146,78750
78742,COLLISION,30.160541,-97.604154,78617
78729,Crash Service,30.416789,-97.74601,78759
78754,COLLISION,30.316596,-97.514721,78653
78728,Crash Service,30.412656,-97.689189,78727
78712,Traffic Hazard,30.260287,-97.770067,78704
78712,Crash Service,30.296338,-97.720917,78751
78728,Traffic Hazard,30.409077,-97.716098,78759
78712,TRFC HAZD/ DEBRIS,30.302254,-97.786719,78746
78757,Traffic Hazard,30.367566,-97.741081,78759
78745,Traffic Hazard,30.185758,-97.799224,78748
78701,Crash Service,30.240224,-97.718653,78741
78712,Traffic Hazard,30.272748,-97.741106,78701
78728,TRFC HAZD/ DEBRIS,30.454893,-97.665588,78660
78751,Traffic Hazard,30.30785,-97.690041,78723
78742,LOOSE LIVESTOCK,30.267489,-97.566952,78653
78729,Traffic Hazard,30.456282,-97.766568,78729
78757,Crash Urgent,30.397552,-97.719588,78758
78754,Traffic Hazard,30.342374,-97.585675,78653
78749,Traffic Hazard,30.207873,-97.86942,78749
78728,COLLISION WITH INJURY,30.446806,-97.666872,78660
78712,Traffic Hazard,30.26303,-97.743207,78701
78712,Traffic Hazard,30.271091,-97.733081,78701
78742,COLLISION,30.186013,-97.61294,78617
78756,Crash Service,30.360597,-97.716944,78757
78712,Traffic Hazard,30.27117,-97.735448,78701
78748,Crash Service,30.164149,-97.83002,78748
78749,Crash Urgent,30.220842,-97.836812,78749
78748,LOOSE LIVESTOCK,30.08809,-97.772127,78610
78712,zSTALLED VEHICLE,30.25065,-97.736002,78701
78749,Traffic Hazard,30.235427,-97.859516,78735
78742,TRFC HAZD/ DEBRIS,30.15903,-97.644302,78617
78742,TRFC HAZD/ DEBRIS,30.232555,-97.617569,78725
78728,Traffic Hazard,30.44026,-97.669327,78728
78752,Traffic Hazard,30.36314,-97.697022,78758
78712,Crash Urgent,30.282991,-97.727082,78722
78712,Traffic Hazard,30.282568,-97.743164,78705
78749,Crash Service,30.241291,-97.881415,78735
78728,Crash Service,30.399302,-97.702135,78758
78701,Crash Service,30.223876,-97.763343,78704
78729,Crash Urgent,30.460471,-97.793191,78729
78742,Traffic Hazard,30.237387,-97.685314,78742
78712,zSTALLED VEHICLE,30.288519,-97.723724,78705
78728,Crash Urgent,30.425915,-97.702804,78727
78712,Crash Service,30.264998,-97.746586,78701
78712,Crash Urgent,30.287074,-97.747936,78705
78701,Crash Urgent,30.263818,-97.788104,78746
78728,COLLISION WITH INJURY,30.459929,-97.568346,78660
78754,LOOSE LIVESTOCK,30.344824,-97.581012,78653
78748,Crash Urgent,30.156647,-97.790886,78748
78741,Traffic Hazard,30.189998,-97.769871,78744
78757,Crash Service,30.377363,-97.725468,78758
78712,Crash Urgent,30.243206,-97.729287,78741
78729,Crash Urgent,30.455444,-97.825791,78726
78745,Crash Service,30.202936,-97.806419,78745
78741,zSTALLED VEHICLE,30.215055,-97.710298,78741
78712,Crash Service,30.269532,-97.74078,78701
78752,zSTALLED VEHICLE,30.392967,-97.671248,78753
78756,Traffic Hazard,30.362395,-97.74395,78757
78728,Crash Urgent,30.416911,-97.672855,78753
78728,Crash Urgent,30.40982,-97.716328,78759
78748,Crash Urgent,30.107028,-97.809378,78747
78741,COLLISION,30.164182,-97.692911,78719
78701,Traffic Hazard,30.244512,-97.690872,78742
78756,Crash Service,30.362201,-97.716971,78758
78749,COLLISION,30.246883,-97.930107,78736
78747,LOOSE LIVESTOCK,30.1207,-97.63526,78617
78751,Traffic Hazard,30.328895,-97.720432,78752
78723,Crash Urgent,30.300237,-97.64822,78724
78728,Traffic Hazard,30.413218,-97.690618,78758
78725,LOOSE LIVESTOCK,30.221668,-97.489254,78621
78741,Crash Service,30.201025,-97.768905,78745
78712,Crash Service,30.278832,-97.746234,78701
78752,Crash Urgent,30.358733,-97.68834,78753
78712,zSTALLED VEHICLE,30.26407,-97.746944,78701
78745,Traffic Hazard,30.233265,-97.818864,78735
78728,TRFC HAZD/ DEBRIS,30.472993,-97.680943,78728
78752,TRFC HAZD/ DEBRIS,30.372491,-97.625103,78653
78741,Crash Urgent,30.19079,-97.771238,78745
78742,zSTALLED VEHICLE,30.204138,-97.663826,78719
78756,Traffic Hazard,30.342179,-97.764279,78731
78712,Traffic Hazard,30.31048,-97.762674,78703
78723,Traffic Hazard,30.330739,-97.626414,78724
78748,Traffic Hazard,30.160495,-97.750579,78747
78747,LOOSE LIVESTOCK,30.11016,-97.622934,78617
78741,Traffic Hazard,30.205967,-97.77435,78745
78729,zSTALLED VEHICLE,30.475996,-97.764637,78729
78741,Traffic Hazard,30.224925,-97.703433,78741
78728,COLLISION,30.455862,-97.667135,78728
78754,TRFC HAZD/ DEBRIS,30.35149,-97.462346,78621
78701,Crash Service,30.241784,-97.757724,78704
78728,COLLISION WITH INJURY,30.445957,-97.648242,78660
78749,TRFC HAZD/ DEBRIS,30.230521,-97.939225,78736
78712,Traffic Hazard,30.274778,-97.731773,78701
78712,Traffic Hazard,30.267403,-97.736817,78701
78723,Traffic Hazard,30.330147,-97.638085,78754
78729,zSTALLED VEHICLE,30.435937,-97.773295,78750
78728,COLLISION,30.437473,-97.669121,78728
78726,Crash Service,30.406595,-97.852479,78726
78756,Traffic Hazard,30.347268,-97.750619,78731
78747,LOOSE LIVESTOCK,30.041226,-97.656266,78616
78712,Traffic Hazard,30.260567,-97.734617,78702
78729,Traffic Hazard,30.470218,-97.789896,78717
78712,Traffic Hazard,30.270484,-97.754496,78703
78701,Traffic Hazard,30.227822,-97.797618,78745
78752,Crash Urgent,30.341884,-97.663056,78754
78741,Traffic Hazard,30.205299,-97.774639,78745
78752,Crash Urgent,30.341884,-97.663056,78754
78752,COLLISN/ LVNG SCN,30.341884,-97.663056,78754
78745,Crash Urgent,30.183876,-97.792672,78748
78757,Crash Urgent,30.390047,-97.734958,78759
78745,Crash Urgent,30.233508,-97.815191,78735
78756,Traffic Hazard,30.348065,-97.712934,78757
78742,Traffic Hazard,30.213102,-97.658501,78617
78712,Traffic Hazard,30.263413,-97.744674,78701
78741,Crash Urgent,30.191081,-97.771545,78745
78729,zSTALLED VEHICLE,30.481019,-97.748469,78717
78749,Crash Service,30.247066,-97.888439,78735
78748,Crash Urgent,30.16735,-97.791814,78748
78752,Crash Service,30.350467,-97.669887,78754
78748,Crash Urgent,30.167179,-97.791477,78748
78728,COLLISION,30.442445,-97.564568,78660
78741,Traffic Hazard,30.204945,-97.774792,78745
78754,COLLISION,30.337669,-97.558516,78653
78751,zSTALLED VEHICLE,30.340457,-97.68128,78753
78712,Traffic Hazard,30.270852,-97.741756,78701
78712,Crash Urgent,30.285953,-97.725342,78705
78728,Crash Service,30.403365,-97.716969,78758
78701,Crash Service,30.233346,-97.72304,78741
78751,zSTALLED VEHICLE,30.329042,-97.6904,78752
78742,COLLISION,30.180175,-97.542798,78617
78701,Crash Service,30.229169,-97.72998,78741
78756,Crash Urgent,30.349909,-97.717674,78757
78754,COLLISN/ LVNG SCN,30.349754,-97.516684,78653
78728,TRFC HAZD/ DEBRIS,30.44003,-97.695872,78728
78728,Crash Urgent,30.41275,-97.674051,78753
78726,Crash Urgent,30.406595,-97.852479,78726
78741,Traffic Hazard,30.227577,-97.698521,78741
78756,zSTALLED VEHICLE,30.348416,-97.714598,78757
78712,Crash Service,30.237574,-97.731207,78741
78728,Crash Urgent,30.412456,-97.651062,78660
78613,LOOSE LIVESTOCK,30.581046,-97.927814,78641
78754,TRFC HAZD/ DEBRIS,30.337669,-97.558516,78653
78712,Traffic Hazard,30.277566,-97.768209,78703
78726,TRFC HAZD/ DEBRIS,30.517979,-97.890985,78641
78749,TRFC HAZD/ DEBRIS,30.262126,-97.8889,78735
78734,TRFC HAZD/ DEBRIS,30.417804,-98.127183,78669
78729,Crash Service,30.441368,-97.773423,78729
78712,Crash Service,30.267928,-97.729687,78702
78751,Traffic Hazard,30.332223,-97.686621,78752
78712,Traffic Hazard,30.289813,-97.741354,78705
78756,Crash Urgent,30.325939,-97.726308,78752
78712,Crash Urgent,30.303959,-97.717807,78751
78712,Traffic Hazard,30.258726,-97.748493,78704
78749,Crash Service,30.232821,-97.875561,78749
78741,Traffic Hazard,30.19779,-97.764819,78745
78728,COLLISION,30.500498,-97.576784,78660
78749,Traffic Hazard,30.196126,-97.833961,78745
78701,Crash Service,30.241375,-97.758043,78704
78722,Crash Urgent,30.285965,-97.681515,78721
78701,Crash Urgent,30.232313,-97.765548,78704
78751,Traffic Hazard,30.311994,-97.697463,78723
78703,TRFC HAZD/ DEBRIS,30.3008,-97.827548,78746
78721,Traffic Hazard,30.250945,-97.683946,78721
78712,Traffic Hazard,30.282991,-97.727082,78722
78739,Traffic Hazard,30.193983,-97.884865,78739
78729,zSTALLED VEHICLE,30.419032,-97.747036,78759
78728,Traffic Hazard,30.39766,-97.679588,78753
78712,Crash Urgent,30.285084,-97.742901,78705
78712,Crash Service,30.263269,-97.733384,78702
78741,Traffic Hazard,30.208448,-97.781513,78745
78712,Traffic Hazard,30.281574,-97.766605,78703
78730,LOOSE LIVESTOCK,30.381974,-97.933868,78734
78712,Traffic Hazard,30.27056,-97.733292,78701
78728,TRFC HAZD/ DEBRIS,30.459861,-97.676178,78728
78742,Crash Service,30.221611,-97.674894,78742
78712,Traffic Hazard,30.262003,-97.727031,78702
